rank,Export country,Import country,Inquiry Criteria,Export amount (unit:$),Revenue share,Export Share,Item HS CODE,best_worst
1104,Netherlands,Poland,2019,1450091,0.05982502,0.130418224,870332,worst
1105,Morocco,Luxembourg,2019,1446607,0.174399346,0.755443918,870332,worst
1106,france,Polynesia (p),2019,1443791,6.23790987,0.021961163,870332,worst
1107,Slovakia,Tunisia,2019,1442786,1.26407545,0.064132704,870332,worst
1108,Belgium,Ferro system,2019,1437928,15.71954061,0.025134412,870332,worst
1109,Arab Emirates,Senegal,2019,1430475,18.76440559,4.543488472,870332,worst
1110,Portugal,Carborbere,2019,1425789,25.89707314,0.072271491,870332,worst
1111,turkey,Kazakhstan,2019,1414266,8.600023266,0.090015528,870332,worst
1112,Montenegro,Czech Republic,2019,1413753,0.119529182,34.24444975,870332,worst
1113,france,Carborbere,2019,1410054,25.61127318,0.021447997,870332,worst
1114,france,Georgia,2019,1409343,2.673889432,0.021437182,870332,worst
1115,Mexico,Guatemala,2019,1409103,8.302537433,0.043247076,870332,worst
1116,Sweden,Montenegro,2019,1401040,2.238734982,0.034595187,870332,worst
1117,Indonesia,sebum,2019,1400331,26.74836105,0.354475687,870332,worst
1118,australia,uk,2019,1395895,0.014004725,23.1759673,870332,worst
1119,Italy,Malta,2019,1393369,6.123208875,0.039932363,870332,worst
1120,Italy,Ghana,2019,1392229,3.371466206,0.039899692,870332,worst
1121,Hungary,turkey,2019,1391330,0.08057964,0.084093554,870332,worst
1122,Finland,Jjibuti,2019,1387291,12.92038077,0.263015718,870332,worst
1123,Hungary,Netherlands,2019,1386823,0.161380419,0.083821146,870332,worst
1124,uk,China,2019,1383526,0.936857816,0.040444848,870332,worst
1125,Japan,Estonia,2019,1383462,0.586805798,0.069236042,870332,worst
1126,Mexico,Estonia,2019,1382505,0.58639988,0.042430751,870332,worst
1127,Thailand,Way,2019,1380643,49.19917526,0.073916597,870332,worst
1128,Austria,Gibraltar,2019,1375406,4.501985788,0.120424711,870332,worst
1129,turkey,Luxembourg,2019,1370774,0.165257108,0.087247339,870332,worst
1130,Bulgaria,Senegal,2019,1365294,17.909387,3.052463227,870332,worst
1131,Germany,Namibia,2019,1361761,5.852969186,0.004080421,870332,worst
1132,Luxembourg,Spain,2019,1361190,0.024737691,0.848174967,870332,worst
1133,Thailand,Nigeria,2019,1350329,0.35694706,0.072293652,870332,worst
1134,China,Chile,2019,1347035,0.379952235,0.541744478,870332,worst
1135,USA,Finland,2019,1343970,0.195944745,0.051212629,870332,worst
1136,Belgium,Togo,2019,1343140,66.00890708,0.023477555,870332,worst
1137,China,Ukraine,2019,1338058,0.138001099,0.538134148,870332,worst
1138,China,Czech Republic,2019,1333802,0.112769531,0.536422489,870332,worst
1139,turkey,Mexico,2019,1333408,2.376707903,0.084869059,870332,worst
1140,Morocco,Austria,2019,1329473,0.03614553,0.694274459,870332,worst
1141,Gibraltar,Netherlands,2019,1328224,0.15456143,10.33484463,870332,worst
1142,Belgium,turkey,2019,1327683,0.076893489,0.023207373,870332,worst
1143,India,USA,2019,1325340,0.305642827,0.65405928,870332,worst
1144,Sweden,Albania,2019,1323568,1.000084823,0.03268221,870332,worst
1145,uk,Ghana,2019,1313445,3.180680356,0.038396158,870332,worst
1146,Japan,Netherlands,2019,1313361,0.152831867,0.065727802,870332,worst
1147,Serbia,Montenegro,2019,1311680,2.095945799,1.649410633,870332,worst
1148,Gibraltar,france,2019,1308753,0.013829075,10.18334175,870332,worst
1149,Japan,Jamaica,2019,1308584,11.7552693,0.065488735,870332,worst
1150,Estonia,Russian Federation,2019,1306797,0.133040352,1.175931605,870332,worst
1151,India,Cyprus,2019,1298735,0.849456698,0.640929633,870332,worst
1152,france,Panama,2019,1286118,1.274508995,0.019562836,870332,worst
1153,Austria,Ukraine,2019,1280210,0.132034925,0.112089754,870332,worst
1154,uk,Azerbaijan,2019,1279600,2.227049934,0.037406761,870332,worst
1155,Estonia,Finland,2019,1279580,0.186556975,1.151440173,870332,worst
1156,Portugal,Bosnia Herzegovina,2019,1279376,0.373249264,0.064849996,870332,worst
1157,Thailand,Jamaica,2019,1272932,11.43500032,0.068149987,870332,worst
1158,Spain,Belarus,2019,1270900,1.102244921,0.015547397,870332,worst
1159,turkey,Iraq,2019,1265657,11.64547064,0.080556828,870332,worst
1160,korea,Macau,2019,1257907,97.59160557,0.044934437,870332,worst
1161,Belgium,China,2019,1257445,0.851481777,0.021979641,870332,worst
1162,uk,Jamaica,2019,1254213,11.26684383,0.036664619,870332,worst
1163,USA,Iceland,2019,1250983,1.913539951,0.047669314,870332,worst
1164,USA,Brunei,2019,1247660,6.451658275,0.04754269,870332,worst
1165,korea,Moritania,2019,1247606,6.0386758,0.044566468,870332,worst
1166,Indonesia,Cambodia,2019,1245896,7.374029696,0.315382464,870332,worst
1167,Slovakia,Malta,2019,1245871,5.475023748,0.055379714,870332,worst
1168,Russian Federation,turkey,2019,1232885,0.071403211,0.732519377,870332,worst
1169,Thailand,Cote Divoire,2019,1230561,14.84279062,0.065881536,870332,worst
1170,korea,Kazakhstan,2019,1228853,7.47254363,0.043896581,870332,worst
1171,Panama,Nigeria,2019,1214170,0.32095468,80.87829255,870332,worst
1172,korea,Way,2019,1206294,42.98625345,0.043090738,870332,worst
1173,Portugal,Macedonia,2019,1205005,1.17900054,0.061080222,870332,worst
1174,korea,Bulgaria,2019,1197507,0.56502337,0.042776853,870332,worst
1175,Spain,Montenegro,2019,1184021,1.891958283,0.014484574,870332,worst
1176,Belgium,Estonia,2019,1183241,0.501880557,0.020682584,870332,worst
1177,Republic of South Africa,Eswatini,2019,1179576,77.38136551,0.042493862,870332,worst
1178,Slovakia,Slovakia,2019,1178587,0.164394411,0.0523889,870332,worst
1179,Swiss,Hungary,2019,1171913,0.118882479,1.551002584,870332,worst
1180,Mexico,Macedonia,2019,1166853,1.141671874,0.03581213,870332,worst
1181,Serbia,Swiss,2019,1165015,0.048844494,1.46498241,870332,worst
1182,Thailand,Thailand,2019,1161890,1.368040115,0.062205042,870332,worst
1183,Portugal,Norway,2019,1161234,0.131920227,0.058861524,870332,worst
1184,India,Carborbere,2019,1153739,20.95573978,0.56937367,870332,worst
1185,Netherlands,Estonia,2019,1146300,0.486211755,0.103095882,870332,worst
1186,India,Arab Emirates,2019,1138875,3.104253952,0.562038241,870332,worst
1187,Thailand,Myanmar,2019,1137007,24.81342579,0.06087286,870332,worst
1188,USA,East Timor Democratic Republic,2019,1135714,60.69925406,0.043276933,870332,worst
1189,Morocco,Finland,2019,1122591,0.163668689,0.586236997,870332,worst
1190,turkey,Saudi Arabia,2019,1122581,0.854481903,0.071450294,870332,worst
1191,Germany,Armenia,2019,1121175,60.1354526,0.003359522,870332,worst
1192,Morocco,france,2019,1120643,0.011841391,0.585219717,870332,worst
1193,korea,Ethiopia,2019,1115644,5.477770561,0.039852576,870332,worst
1194,Czech Republic,korea,2019,1115045,0.051843258,0.01612173,870332,worst
1195,China,Denmark,2019,1112465,0.099835824,0.44740617,870332,worst
1196,Slovakia,Azerbaijan,2019,1112100,1.935528471,0.049433512,870332,worst
1197,uk,Albania,2019,1111035,0.839495396,0.032479073,870332,worst
1198,Finland,Estonia,2019,1106419,0.469295929,0.209765354,870332,worst
1199,Slovakia,Macedonia,2019,1104197,1.080368014,0.049082219,870332,worst
1200,Austria,Cyprus,2019,1102710,0.721243668,0.096548607,870332,worst
1201,Arab Emirates,Georgia,2019,1102636,2.091986655,3.502203083,870332,worst
1202,Japan,Mali,2019,1102383,38.06851125,0.055169304,870332,worst
1203,Japan,Morocco,2019,1102366,0.103169659,0.055168453,870332,worst
1204,Poland,Belarus,2019,1101700,0.955498646,0.078000931,870332,worst
1205,Other country,Zimbabwe,2019,1100609,32.80209436,3.705806489,870332,worst
1206,Thailand,Cameroon,2019,1095872,14.17161136,0.058670583,870332,worst
1207,Mexico,Paraguay,2019,1087432,1.452916483,0.033374604,870332,worst
1208,Netherlands,Iceland,2019,1086698,1.66224484,0.0977354,870332,worst
1209,Luxembourg,Italy,2019,1079031,0.010693261,0.672358071,870332,worst
1210,Japan,surname,2019,1076406,56.81400011,0.053869272,870332,worst
1211,korea,Iraq,2019,1075812,9.898682711,0.038429714,870332,worst
1212,korea,Macedonia,2019,1075224,1.052020262,0.03840871,870332,worst
1213,Netherlands,Belarus,2019,1068523,0.926724407,0.096100777,870332,worst
1214,Macedonia,Belgium,2019,1068180,0.019410212,77.12206987,870332,worst
1215,Belgium,Libya,2019,1064719,3.701099054,0.018610866,870332,worst
1216,Sweden,Costa Rica,2019,1061801,3.677002157,0.026218527,870332,worst
1217,Japan,Yemen,2019,1060395,61.17502289,0.053067993,870332,worst
1218,Lithuania,Finland,2019,1056265,0.153998658,0.62675834,870332,worst
1219,Netherlands,Hungary,2019,1053996,0.106920614,0.094794248,870332,worst
1220,Cyprus,Nigeria,2019,1049841,0.277515819,87.8253166,870332,worst
1221,turkey,Finland,2019,1047410,0.152707639,0.066665793,870332,worst
1222,Japan,Samoa (narrative Moa),2019,1047082,53.00127203,0.052401738,870332,worst
1223,China,USA,2019,1046865,0.241422411,0.421023457,870332,worst
1224,Netherlands,Jordan,2019,1046361,32.08368684,0.094107572,870332,worst
1225,france,China,2019,1038763,0.703400757,0.015800378,870332,worst
1226,Germany,Cote Divoire,2019,1037868,12.51856463,0.003109898,870332,worst
1227,Belgium,Gabon,2019,1035033,49.05585886,0.018091967,870332,worst
1228,brazil,Germany,2019,1031746,0.004981691,20.48850911,870332,worst
1229,Japan,Azerbaijan,2019,1030770,1.793979572,0.051585396,870332,worst
1230,Germany,Cambodia,2019,1026209,6.07377794,0.003074963,870332,worst
1231,Greece,Germany,2019,1021375,0.004931615,6.170103167,870332,worst
1232,Thailand,Ecuador,2019,1015528,4.041064841,0.054369141,870332,worst
1233,Arab Emirates,Ghana,2019,1015216,2.458479486,3.224538837,870332,worst
1234,Thailand,Malaysia,2019,1010152,3.012277717,0.054081322,870332,worst
1235,Swiss,Belgium,2019,1007684,0.018310921,1.333648904,870332,worst
1236,korea,Other country,2019,1003071,51.47327325,0.03583129,870332,worst
1237,Japan,Rwanda,2019,1001027,38.09783153,0.050096892,870332,worst
1238,Sweden,Macedonia,2019,998175,0.976634009,0.024647441,870332,worst
1239,Thailand,Czech Republic,2019,992415,0.083906138,0.053131722,870332,worst
1240,China,Philippine,2019,992008,0.123624941,0.398961316,870332,worst
1241,Latvia,Estonia,2019,991731,0.420650153,1.60468684,870332,worst
1242,Japan,Panama,2019,990062,0.981125312,0.049548144,870332,worst
1243,India,catarrh,2019,987879,2.33835552,0.487521261,870332,worst
1244,Serbia,Bosnia Herzegovina,2019,984698,0.287278958,1.23823749,870332,worst
1245,Germany,Columbia,2019,977585,1.329564056,0.002929265,870332,worst
1246,Netherlands,Luxembourg,2019,973924,0.117413858,0.087592736,870332,worst
1247,france,Moldavia,2019,962130,2.089246183,0.014634731,870332,worst
1248,turkey,Malta,2019,961079,4.223495329,0.061170977,870332,worst
1249,Greece,Belgium,2019,947850,0.01722366,5.725940313,870332,worst
1250,Morocco,Ireland,2019,945550,0.111158641,0.493783036,870332,worst
1251,korea,Guinea,2019,938865,6.947559106,0.033537749,870332,worst
1252,Thailand,Turk Skaens System,2019,937427,95.11164186,0.050187785,870332,worst
1253,USA,Vietnam,2019,935158,0.293821345,0.035634649,870332,worst
1254,Czech Republic,Chile,2019,928310,0.261844317,0.013421847,870332,worst
1255,Mexico,Costa Rica,2019,926339,3.207899127,0.028430465,870332,worst
1256,USA,Singapore,2019,923804,9.27656744,0.035202,870332,worst
1257,Netherlands,australia,2019,923164,0.070527584,0.083027485,870332,worst
1258,korea,Singapore,2019,916597,9.20419687,0.032742301,870332,worst
1259,Japan,Senegal,2019,913505,11.98299749,0.045716811,870332,worst
1260,korea,sebum,2019,912546,17.43095731,0.032597593,870332,worst
1261,Indonesia,Laos,2019,911161,5.842242568,0.230648627,870332,worst
1262,Poland,Georgia,2019,909174,1.724939033,0.06436999,870332,worst
1263,Arab Emirates,Vietnam,2019,906016,0.284665094,2.877696745,870332,worst
1264,Lithuania,Netherlands,2019,903203,0.105103015,0.535935597,870332,worst
1265,Austria,Lithuania,2019,901185,0.279452053,0.078903933,870332,worst
1266,Lithuania,Czech Republic,2019,893377,0.075532729,0.530105121,870332,worst
1267,Japan,Paraguay,2019,891927,1.191702506,0.044636929,870332,worst
1268,Denmark,Luxembourg,2019,889764,0.107267738,0.371635453,870332,worst
1269,Swiss,Georgia,2019,889576,1.68775654,1.177335412,870332,worst
1270,Swiss,Croatia,2019,889562,0.153916022,1.177316883,870332,worst
1271,Canada,turkey,2019,888504,0.051458197,0.131052145,870332,worst
1272,Arab Emirates,Congo,2019,888044,24.81511143,2.820613905,870332,worst
1273,China,Cuba,2019,875009,26.2970788,0.351907184,870332,worst
1274,france,Philippine,2019,873408,0.108844901,0.013285202,870332,worst
1275,france,Costa Rica,2019,871775,3.018944751,0.013260363,870332,worst
1276,USA,Tunisia,2019,870965,0.763083003,0.033188544,870332,worst
1277,USA,Estonia,2019,868036,0.368183989,0.033076933,870332,worst
1278,Japan,Zambia,2019,867513,44.77426367,0.043415118,870332,worst
1279,Morocco,uk,2019,866809,0.008696515,0.452663085,870332,worst
1280,Thailand,Libya,2019,854945,2.971897872,0.04577188,870332,worst
1281,Thailand,sebum,2019,853369,16.30059045,0.045687504,870332,worst
1282,Netherlands,Republic of South Africa,2019,847115,0.167171448,0.076187794,870332,worst
1283,Belgium,Paraguay,2019,845823,1.130103012,0.014784651,870332,worst
1284,Thailand,Dominican Republic,2019,845624,30.13057757,0.045272854,870332,worst
1285,Canada,Denmark,2019,844097,0.075751704,0.124502222,870332,worst
1286,france,Moritania,2019,840441,4.067911446,0.012783749,870332,worst
1287,korea,Romania,2019,840015,0.124598063,0.03000667,870332,worst
1288,China,Hungary,2019,838831,0.085093611,0.337357279,870332,worst
1289,China,catarrh,2019,838538,1.98485843,0.337239441,870332,worst
1290,Republic of South Africa,Rwanda,2019,838335,31.90597815,0.03020076,870332,worst
1291,france,Palestine,2019,832616,3.697681817,0.012664725,870332,worst
1292,Norway,Spain,2019,831286,0.01510744,10.96235772,870332,worst
1293,Spain,Moldavia,2019,828250,1.798528423,0.010132293,870332,worst
1294,Japan,Mozambique,2019,823706,9.853538982,0.041222775,870332,worst
1295,Italy,Israel,2019,821000,0.337342151,0.023528921,870332,worst
1296,Spain,Iceland,2019,820730,1.255412459,0.010040298,870332,worst
1297,Japan,Egypt,2019,817776,2.477864008,0.040926005,870332,worst
1298,Slovakia,Gibraltar,2019,808084,2.645024584,0.035919819,870332,worst
1299,Luxembourg,Angola,2019,807400,2.252709662,0.503101307,870332,worst
1300,korea,Vanuatu,2019,803497,26.5348845,0.028702189,870332,worst
1301,korea,Cote Divoire,2019,802126,9.67508987,0.028653215,870332,worst
1302,uk,Falkland system,2019,801951,100,0.023443568,870332,worst
1303,korea,Barbados,2019,794007,34.55320145,0.028363192,870332,worst
1304,Thailand,El Salvador,2019,793821,38.85051902,0.042499435,870332,worst
1305,korea,Mauritius,2019,793164,20.33198627,0.028333078,870332,worst
1306,Belgium,Cote Divoire,2019,790156,9.530710027,0.013811614,870332,worst
1307,Germany,Barbados,2019,788722,34.32321145,0.00236335,870332,worst
1308,Spain,Paraguay,2019,787629,1.052350084,0.009635361,870332,worst
1309,China,Slovenian,2019,787461,0.100159004,0.316697523,870332,worst
1310,Portugal,Netherlands,2019,782720,0.091082771,0.039675114,870332,worst
1311,Finland,Austria,2019,778626,0.021169177,0.147619264,870332,worst
1312,Czech Republic,Azerbaijan,2019,772878,1.345137464,0.011174554,870332,worst
1313,france,Gambia,2019,770999,37.12217545,0.011727483,870332,worst
1314,korea,Cameroon,2019,764357,9.8845215,0.027304046,870332,worst
1315,brazil,Italy,2019,757099,0.007502896,15.03454315,870332,worst
1316,USA,Montenegro,2019,756968,1.209566281,0.028844633,870332,worst
1317,China,Nigeria,2019,753721,0.199239219,0.303128122,870332,worst
1318,China,Moldavia,2019,753652,1.636540347,0.303100372,870332,worst
1319,Denmark,Greenland,2019,752805,100,0.314430598,870332,worst
1320,Germany,Libya,2019,752543,2.615935459,0.002254942,870332,worst
1321,korea,Malta,2019,751735,3.303525788,0.026853169,870332,worst
1322,Portugal,Moritania,2019,750055,3.63042417,0.038019366,870332,worst
1323,USA,Macedonia,2019,745373,0.729287571,0.0284028,870332,worst
1324,Latvia,Ukraine,2019,739995,0.076319654,1.197361218,870332,worst
1325,Poland,Tunisia,2019,739459,0.647865982,0.05235408,870332,worst
1326,Belarus,Russian Federation,2019,738365,0.075170313,49.43009434,870332,worst
1327,Argentina,Kenya,2019,738257,2.459762318,0.756641435,870332,worst
1328,Austria,Laos,2019,737310,4.727533189,0.064555734,870332,worst
1329,Argentina,Paraguay,2019,735282,0.982409325,0.75359235,870332,worst
1330,turkey,Palestine,2019,732517,3.253138051,0.046623411,870332,worst
1331,Sweden,Croatia,2019,730312,0.12636187,0.018033233,870332,worst
1332,Italy,Tunisia,2019,729381,0.639036292,0.020903226,870332,worst
1333,Swiss,Romania,2019,727987,0.107981132,0.963475717,870332,worst
1334,Spain,Equatorial,2019,723604,52.80555316,0.008852119,870332,worst
1335,Germany,Uzbekistan,2019,722222,32.26237599,0.002164087,870332,worst
1336,Portugal,Cyprus,2019,722195,0.472362245,0.036607177,870332,worst
1337,Sweden,Israel,2019,720000,0.295842081,0.017778604,870332,worst
1338,uk,Oman,2019,718616,1.05251504,0.021007422,870332,worst
1339,Republic of South Africa,New Zealand,2019,718421,0.187458275,0.025880895,870332,worst
1340,france,Oman,2019,717874,1.051428275,0.010919411,870332,worst
1341,Swiss,france,2019,712586,0.007529614,0.943092813,870332,worst
1342,Hungary,Serbia,2019,712323,0.218589211,0.043053605,870332,worst
1343,Portugal,Sangome Princed Pepe,2019,711344,36.20850697,0.036057153,870332,worst
1344,Germany,Mongolia,2019,710503,52.79398248,0.002128972,870332,worst
1345,Denmark,Romania,2019,709539,0.10524477,0.296359313,870332,worst
1346,Italy,Iceland,2019,709306,1.08497507,0.020327899,870332,worst
1347,korea,Gabon,2019,708644,33.58650405,0.02531389,870332,worst
1348,USA,Moritania,2019,708338,3.428505104,0.026991563,870332,worst
1349,Thailand,Angola,2019,707374,1.973629235,0.037871252,870332,worst
1350,Netherlands,Ghana,2019,706444,1.71074735,0.063536131,870332,worst
1351,Italy,Montenegro,2019,705025,1.126566073,0.020205211,870332,worst
1352,Germany,Senegal,2019,702278,9.212205197,0.002104327,870332,worst
1353,China,Azerbaijan,2019,701865,1.221544546,0.282272909,870332,worst
1354,China,Cyprus,2019,700866,0.458411699,0.281871136,870332,worst
1355,france,Cyprus,2019,699936,0.457803419,0.010646561,870332,worst
1356,Japan,Palestine,2019,699859,3.108102533,0.035024791,870332,worst
1357,Austria,Chile,2019,694110,0.195784553,0.060773325,870332,worst
1358,Slovakia,Moldavia,2019,693371,1.505641353,0.030820757,870332,worst
1359,China,Tunisia,2019,693106,0.607254491,0.278750254,870332,worst
1360,Spain,Kenya,2019,690617,2.301032937,0.008448577,870332,worst
1361,Canada,Norway,2019,689325,0.078309721,0.101673734,870332,worst
1362,Netherlands,China,2019,686189,0.464654461,0.061714438,870332,worst
1363,Japan,Tanzania,2019,684792,23.724918,0.034270755,870332,worst
1364,Russian Federation,Spain,2019,681834,0.012391362,0.405112089,870332,worst
1365,Nicaragua,Germany,2019,680499,0.003285727,88.31180797,870332,worst
1366,Netherlands,Albania,2019,680148,0.513918206,0.061171123,870332,worst
1367,Denmark,Portugal,2019,675834,0.051780282,0.282281453,870332,worst
1368,Belarus,Germany,2019,673128,0.003250137,45.06278134,870332,worst
1369,Canada,Finland,2019,668057,0.097399688,0.098536757,870332,worst
1370,Romania,Austria,2019,667856,0.018157578,0.491793235,870332,worst
1371,Czech Republic,Russian Federation,2019,667806,0.067986952,0.009655384,870332,worst
1372,Japan,Grenada,2019,666635,39.03198042,0.033362079,870332,worst
1373,uk,Senegal,2019,662478,8.690124529,0.019366331,870332,worst
1374,USA,Panama,2019,662164,0.656187048,0.02523208,870332,worst
1375,Canada,Netherlands,2019,660190,0.076824324,0.097376394,870332,worst
1376,Germany,Arab Emirates,2019,659554,1.797759289,0.001976307,870332,worst
1377,Czech Republic,USA,2019,657247,0.15157079,0.009502718,870332,worst
1378,korea,Dominican Republic,2019,655622,23.36058287,0.023419859,870332,worst
1379,Germany,Kuwait,2019,651257,30.65425479,0.001951446,870332,worst
1380,Republic of South Africa,Lesotho,2019,650797,92.1410722,0.023444761,870332,worst
1381,Poland,Macedonia,2019,645442,0.631513119,0.045697628,870332,worst
1382,Japan,Congo Democratic Republic,2019,642644,49.95980789,0.032161438,870332,worst
1383,Japan,sebum,2019,640918,12.24246701,0.032075059,870332,worst
1384,Thailand,Solomon,2019,640827,90.4859603,0.034308472,870332,worst
1385,Mexico,Israel,2019,640000,0.262970739,0.019642374,870332,worst
1386,Germany,Kazakhstan,2019,639422,3.888267183,0.001915983,870332,worst
1387,Other country,Poland,2019,638002,0.026321439,2.148185188,870332,worst
1388,China,Myanmar,2019,633707,13.82967881,0.254861431,870332,worst
1389,turkey,Bangladesh,2019,633348,7.567089657,0.040311479,870332,worst
1390,India,butane,2019,633282,52.87003187,0.312526574,870332,worst
1391,USA,India,2019,631639,0.871826119,0.024068911,870332,worst
1392,uk,Grenada,2019,630421,36.9116235,0.018429203,870332,worst
1393,Singapore,Nigeria,2019,630253,0.166601588,21.5213811,870332,worst
1394,turkey,Israel,2019,626000,0.257218254,0.039843792,870332,worst
1395,Republic of South Africa,Tanzania,2019,625220,21.66102004,0.022523358,870332,worst
1396,Poland,Albania,2019,624573,0.471925869,0.044220092,870332,worst
1397,Republic of South Africa,Malawi,2019,621558,33.80249979,0.022391435,870332,worst
1398,USA,Ghana,2019,616914,1.493938643,0.023507807,870332,worst
1399,korea,India,2019,616669,0.851163626,0.022028396,870332,worst
1400,Mexico,Serbia,2019,613565,0.188283531,0.018831052,870332,worst
1401,Finland,Belgium,2019,612260,0.011125556,0.116078028,870332,worst
1402,Belgium,Sierra Lion,2019,612053,43.32919193,0.010698444,870332,worst
1403,france,Uruguay,2019,610074,5.120127541,0.009279691,870332,worst
1404,Hungary,Moldavia,2019,609165,1.322789697,0.036818619,870332,worst
1405,Mexico,Iceland,2019,608572,0.930889416,0.018677811,870332,worst
1406,Thailand,Samoa (narrative Moa),2019,604529,30.60009243,0.032365156,870332,worst
1407,China,Portugal,2019,603038,0.04620288,0.242527111,870332,worst
1408,Luxembourg,Bulgaria,2019,602650,0.284350183,0.375518953,870332,worst
1409,Slovenian,Ireland,2019,602179,0.070792025,0.057180515,870332,worst
1410,Japan,Gaiana,2019,602108,15.84712009,0.030132793,870332,worst
1411,Italy,Georgia,2019,600885,1.14003479,0.017220677,870332,worst
1412,Belgium,Algeria,2019,599443,0.179323364,0.010478026,870332,worst
1413,uk,Columbia,2019,597188,0.812205281,0.017457697,870332,worst
1414,Gabon,Sangome Princed Pepe,2019,596691,30.3724924,74.26656461,870332,worst
1415,korea,Ecuador,2019,596293,2.372813627,0.021300533,870332,worst
1416,China,Ecuador,2019,590959,2.351588176,0.237669233,870332,worst
1417,Netherlands,Spain,2019,588573,0.010696476,0.052935054,870332,worst
1418,Germany,Guinea,2019,583253,4.316046174,0.001747677,870332,worst
1419,Spain,Cambodia,2019,582670,3.448623226,0.007128021,870332,worst
1420,Spain,Angola,2019,578454,1.61393227,0.007076445,870332,worst
1421,Spain,New Caladonia,2019,577139,4.578842038,0.007060358,870332,worst
1422,Japan,Malta,2019,574321,2.523873751,0.028742179,870332,worst
1423,Thailand,East Timor Democratic Republic,2019,573898,30.67249369,0.03072524,870332,worst
1424,Latvia,Finland,2019,573374,0.083595335,0.927757338,870332,worst
1425,Poland,Greece,2019,571058,0.308002674,0.040431202,870332,worst
1426,China,Swiss,2019,569320,0.023869347,0.228966557,870332,worst
1427,USA,Denmark,2019,563847,0.050601259,0.021485664,870332,worst
1428,korea,Somalia,2019,563659,77.75893941,0.020134795,870332,worst
1429,USA,Lithuania,2019,562178,0.174328019,0.021422065,870332,worst
1430,Lebanon,Nigeria,2019,560029,0.148038519,74.80418347,870332,worst
1431,Denmark,Finland,2019,558674,0.081452142,0.233346219,870332,worst
1432,Germany,Burkina Faso,2019,557197,4.204511816,0.001669602,870332,worst
1433,USA,El Salvador,2019,557068,27.26355303,0.021227346,870332,worst
1434,korea,Nepal,2019,555524,3.626061213,0.0198442,870332,worst
1435,Romania,Belgium,2019,553863,0.010064407,0.407851508,870332,worst
1436,China,Netherlands,2019,553698,0.06443217,0.222683771,870332,worst
1437,korea,Gambia,2019,553491,26.64956765,0.019771578,870332,worst
1438,USA,Bosnia Herzegovina,2019,553090,0.161360253,0.021075763,870332,worst
1439,Republic of South Africa,Zambia,2019,551696,28.47425015,0.019874678,870332,worst
1440,korea,Montenegro,2019,548552,0.876536396,0.019595149,870332,worst
1441,Spain,USA,2019,547273,0.126209174,0.006694996,870332,worst
1442,Belgium,USA,2019,547169,0.12618519,0.009564297,870332,worst
1443,USA,Mexico,2019,545179,0.971744011,0.02077431,870332,worst
1444,Morocco,Estonia,2019,545084,0.231201473,0.284652565,870332,worst
1445,Republic of South Africa,Ireland,2019,542931,0.063826844,0.019558922,870332,worst
1446,Portugal,Iceland,2019,541899,0.828904458,0.027468194,870332,worst
1447,Thailand,Singapore,2019,541822,5.4408168,0.029007961,870332,worst
1448,australia,sebum,2019,541548,10.34435532,8.991291424,870332,worst
1449,USA,Dominican Republic,2019,541206,19.28380624,0.020622917,870332,worst
1450,Morocco,Swiss,2019,540985,0.022681372,0.282511994,870332,worst
1451,Japan,Polynesia (p),2019,539863,2.33248215,0.027017711,870332,worst
1452,Slovenian,Finland,2019,538531,0.078515383,0.051136755,870332,worst
1453,Italy,Ireland,2019,538134,0.063262909,0.015422305,870332,worst
1454,Germany,Jordan,2019,536493,16.45003341,0.001607564,870332,worst
1455,Serbia,Austria,2019,535456,0.014557904,0.673324911,870332,worst
1456,Lithuania,Moldavia,2019,534987,1.161713644,0.31744644,870332,worst
1457,Germany,Kenya,2019,534868,1.782100477,0.001602694,870332,worst
1458,China,Luxembourg,2019,530789,0.063990603,0.213470333,870332,worst
1459,Netherlands,Azerbaijan,2019,528332,0.91952309,0.047517101,870332,worst
1460,Morocco,Lithuania,2019,527299,0.163512251,0.275364921,870332,worst
1461,Thailand,Estonia,2019,525819,0.223030078,0.028151196,870332,worst
1462,Slovakia,Greece,2019,524300,0.282783538,0.02330545,870332,worst
1463,Hong Kong,Nigeria,2019,523864,0.138478633,86.03420583,870332,worst
1464,korea,Columbia,2019,522035,0.709993476,0.01864792,870332,worst
1465,france,Malta,2019,520421,2.287008313,0.007916,870332,worst
1466,China,Romania,2019,519528,0.077060746,0.208941434,870332,worst
1467,Belgium,Moritania,2019,518538,2.50983313,0.009063839,870332,worst
1468,Belgium,Guatemala,2019,515582,3.037846669,0.009012169,870332,worst
1469,korea,Liberia,2019,515552,50.11616445,0.018416337,870332,worst
1470,Swiss,Bosnia Herzegovina,2019,515275,0.150327984,0.681955791,870332,worst
1471,Austria,New Zealand,2019,513928,0.134099722,0.044997354,870332,worst
1472,Japan,Malawi,2019,513250,27.91233162,0.025685851,870332,worst
1473,turkey,Bosnia Herzegovina,2019,512406,0.149490973,0.032613735,870332,worst
1474,China,Burkina Faso,2019,512289,3.865643845,0.206030086,870332,worst
1475,Germany,Cameroon,2019,509604,6.590103439,0.001526993,870332,worst
1476,Czech Republic,New Caladonia,2019,502249,3.984687978,0.0072617,870332,worst
1477,Lithuania,Estonia,2019,500710,0.212379907,0.297107419,870332,worst
1478,Other country,Cyprus,2019,498514,0.326060402,1.678521997,870332,worst
